City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
220,Camabatela,AO,2022-07-25 19:05:48,-8.1881,15.375,72.55,37,93,4.81
221,Porsa,IN,2022-07-25 19:05:49,26.67,78.3747,81.97,79,95,7.78
222,Cayhagan,PH,2022-07-25 19:05:49,9.6697,122.4256,79.05,82,99,3.74
223,Manokwari,ID,2022-07-25 19:05:50,-0.8667,134.0833,77.65,81,73,2.37
224,Provideniya,RU,2022-07-25 19:05:50,64.3833,-173.3,41.04,90,100,8.97
225,Tahe,CN,2022-07-25 19:05:19,52.3333,124.7333,62.51,89,24,3.4
226,Peniche,PT,2022-07-25 19:03:51,39.3558,-9.3811,76.08,78,0,16.98
227,Teyateyaneng,LS,2022-07-25 19:05:51,-29.1472,27.7489,43.39,36,0,2.93
228,Ngunguru,NZ,2022-07-25 19:06:51,-35.6167,174.5,58.23,82,1,18.07
229,Boysun,UZ,2022-07-25 19:06:52,38.2061,67.1986,84.79,16,0,6.58
230,Aranos,NA,2022-07-25 19:06:52,-24.1333,19.1167,68.4,22,97,9.08
231,Ushtobe,KZ,2022-07-25 19:06:52,45.2514,77.9838,73.09,21,2,18.39
232,Chuy,UY,2022-07-25 19:04:47,-33.6971,-53.4616,60.62,94,100,6.4
233,Malia,GR,2022-07-25 19:06:53,35.2833,25.4667,84.65,62,0,8.52
234,Lima,PE,2022-07-25 19:03:56,-12.0432,-77.0282,68.9,72,37,9.48
235,Praia Da Vitoria,PT,2022-07-25 19:06:54,38.7333,-27.0667,77.76,88,63,2.19
236,Bay Saint Louis,US,2022-07-25 19:06:54,30.3088,-89.33,83.07,79,40,3.44
237,Suicheng,CN,2022-07-25 19:06:54,33.8963,117.9331,74.39,95,6,6.78
238,Airai,TL,2022-07-25 19:04:14,-8.9266,125.4092,54.05,84,8,3.2
239,Severo-Kurilsk,RU,2022-07-25 19:04:29,50.6789,156.125,50.65,94,100,9.71
240,Cabo San Lucas,MX,2022-07-25 19:03:00,22.8909,-109.9124,90.61,69,7,9.93
241,Wanxian,CN,2022-07-25 19:06:55,30.8039,108.3897,81.25,87,2,2.86
242,Havelock,US,2022-07-25 19:06:56,34.8791,-76.9013,89.58,76,75,17.27
243,Agadez,NE,2022-07-25 19:06:56,19.75,10.25,95.7,13,5,9.01
244,Buckeye,US,2022-07-25 19:02:44,33.3703,-112.5838,99.43,52,59,7.83
245,Namatanai,PG,2022-07-25 19:06:57,-3.6667,152.4333,78.22,84,24,9.42
246,Fare,PF,2022-07-25 19:02:55,-16.7,-151.0167,76.37,82,60,10.22
247,Manicore,BR,2022-07-25 19:06:57,-5.8092,-61.3003,99.07,24,10,3.98
248,Mackay,AU,2022-07-25 19:06:58,-21.15,149.2,60.67,86,54,6.6
249,Korla,CN,2022-07-25 19:06:58,41.7597,86.1469,80.51,29,11,11.39
250,Pilar,BR,2022-07-25 19:06:59,-9.5972,-35.9567,76.93,77,94,7.54
251,Camocim,BR,2022-07-25 19:06:59,-2.9022,-40.8411,85.5,56,81,15.59
252,Ankazobe,MG,2022-07-25 19:07:00,-18.3167,47.1167,53.35,87,0,4.03
253,Denpasar,ID,2022-07-25 19:07:00,-8.65,115.2167,76.71,83,40,8.05
254,Murud,IN,2022-07-25 19:07:00,18.3258,72.965,78.44,85,100,5.14
255,Manuk Mangkaw,PH,2022-07-25 19:07:01,4.8,119.85,83.28,74,66,7.25
256,Atar,MR,2022-07-25 19:02:21,20.5169,-13.0499,98.11,31,97,16.87
257,San Martin,AR,2022-07-25 19:07:01,-33.081,-68.4681,62.24,59,24,3.51
258,Savinka,RU,2022-07-25 19:07:02,50.0785,47.0994,66.36,77,19,5.39
259,Tianpeng,CN,2022-07-25 19:07:02,30.9866,103.9393,73.78,76,3,4.56
260,Temba,ZA,2022-07-25 19:07:03,-25.3803,28.2631,58.1,31,7,2.01
261,Nijar,ES,2022-07-25 19:07:03,36.9665,-2.206,81.64,74,0,4.61
262,Port Keats,AU,2022-07-25 19:07:04,-14.25,129.55,67.41,40,10,7.05
263,Kishi,NG,2022-07-25 19:07:04,9.0833,3.85,75.87,83,52,2.04
264,Ingham,US,2022-07-25 19:07:04,42.6,-84.3833,77.92,54,40,11.5
265,Asilah,MA,2022-07-25 19:07:05,35.465,-6.0348,93.16,49,0,6.11
266,Baoshan,CN,2022-07-25 19:07:05,46.5586,131.4244,63.82,95,0,3.31
267,Zimapan,MX,2022-07-25 19:07:06,20.75,-99.35,75.74,41,52,11.83
268,Shenjiamen,CN,2022-07-25 19:07:06,29.9576,122.298,79.2,88,20,12.88
269,Lorengau,PG,2022-07-25 19:07:06,-2.0226,147.2712,81.21,78,95,7.52
270,Anloga,GH,2022-07-25 19:07:07,5.7947,0.8973,75.85,87,100,14.38
271,Baykalsk,RU,2022-07-25 19:07:07,51.5058,104.1469,54.43,97,100,3.51
272,Bull Savanna,JM,2022-07-25 19:07:08,17.8868,-77.5902,85.24,63,27,16.6
273,Nago,JP,2022-07-25 19:08:08,26.5881,127.9761,81.03,83,0,0.85
274,Sabang,ID,2022-07-25 19:08:09,5.8933,95.3214,79.93,77,100,9.31
275,Vanimo,PG,2022-07-25 19:08:09,-2.6741,141.3028,76.68,91,93,4.5
276,Faya,SA,2022-07-25 19:08:09,18.3851,42.4509,61.32,75,100,10.22
277,Maumere,ID,2022-07-25 19:08:10,-8.6199,122.2111,74.8,76,26,8.1
278,Najran,SA,2022-07-25 19:08:11,17.4924,44.1277,82.13,46,100,11.72
279,The Valley,AI,2022-07-25 19:08:11,18.217,-63.0578,86.14,70,20,19.57
280,Ritchie,ZA,2022-07-25 19:08:12,-29.038,24.6028,52.86,21,0,7.72
281,Gouyave,GD,2022-07-25 19:08:12,12.1646,-61.7296,80.8,77,48,11.5
282,Cayenne,GF,2022-07-25 19:08:12,4.9333,-52.3333,85.08,5,75,5.75
283,Geraldton,AU,2022-07-25 19:08:13,-28.7667,114.6,43.21,87,9,11.5
284,Portland,US,2022-07-25 19:05:00,45.5234,-122.6762,90.99,47,0,9.22
285,Henties Bay,NA,2022-07-25 19:08:13,-22.116,14.2845,55.35,93,11,3.8
286,Sao Filipe,CV,2022-07-25 19:08:14,14.8961,-24.4956,79.14,84,100,6.11
287,Axim,GH,2022-07-25 19:08:14,4.8699,-2.2405,75.85,82,98,7.38
288,Barra,BR,2022-07-25 19:08:15,-11.0894,-43.1417,85.23,32,99,8.48
289,Colac,AU,2022-07-25 19:08:15,-38.3333,143.5833,45.18,93,100,12.21
290,San Carlos De Bariloche,AR,2022-07-25 19:08:15,-41.1456,-71.3082,40.75,87,75,5.75
291,Hit,IQ,2022-07-25 19:08:16,33.6416,42.8251,94.01,10,0,10.98
292,San Juan,AR,2022-07-25 19:08:16,-31.5375,-68.5364,64.56,56,98,5.68
293,Staraya Kulatka,RU,2022-07-25 19:08:17,52.7167,47.6167,63.7,95,100,0.74
294,Kurchum,KZ,2022-07-25 19:08:17,48.5722,83.6542,60.91,50,0,8.1
